name	country	date	host	subtype	HA_clade
A/swine/Feldbach/4262/2005	Austria	2005-07-08	swine	H3N2	1970.1
A/swine/Feldbach/4589/2005	Austria	2005-10-20	swine	H3N1	1970.1
A/swine/Feldbach/5907/2007	Austria	2007-02-06	swine	H3N2	1970.1
A/swine/Gnas/5926/2007	Austria	2007-02-16	swine	H3N2	1970.1
A/swine/Feldbach/6605/2007	Austria	2007-10-28	swine	H3N2	1970.1
A/swine/Belgium/Gent-1/1984	Belgium	1984-06-15	swine	H3N2	1970.1
A/swine/Gent/1/1984	Belgium	1984-06-15	swine	H3N2	1970.1
A/swine/Gent/V220/1992	Belgium	1992-06-15	swine	H3N2	1970.1
A/swine/Gent/V229/1992	Belgium	1992-06-15	swine	H3N2	1970.1
A/swine/Flanders/1/1998	Belgium	1998-06-15	swine	H3N2	1970.1
A/swine/Gent/83/2000	Belgium	2000-03-22	swine	H3N2	1970.1
A/swine/Belgium/Gent-131/2000	Belgium	2000-06-15	swine	H3N2	1970.1
A/swine/Gent/1996/2007	Belgium	2007-06-15	swine	H3N2	1970.1
A/swine/Gent/172/2008	Belgium	2008-05-09	swine	H3N2	1970.1
A/swine/Gent/198/2010	Belgium	2010-03-12	swine	H3N2	1970.1
A/swine/Belgium/Izegem-538/2010	Belgium	2010-11-03	swine	H3N2	1970.1
A/swine/Belgium/Valdegem-581/2010	Belgium	2010-11-26	swine	H3N2	1970.1
A/swine/Belgium/Bree-205/2011	Belgium	2011-04-12	swine	H3N2	1970.1
A/swine/Gent/492/2011	Belgium	2011-11-03	swine	H3N2	1970.1
A/swine/Belgium/Moorslede-515/2011	Belgium	2011-11-14	swine	H3N2	1970.1
A/swine/Gent/130/2012	Belgium	2012-03-26	swine	H3N2	1970.1
A/swine/Gent/167/2012	Belgium	2012-04-25	swine	H3N2	1970.1
A/swine/Belgium/Glabbeek-284/2012	Belgium	2012-07-31	swine	H3N2	1970.1
A/swine/Belgium/Belsele-66/2013	Belgium	2013-03-13	swine	H3N2	1970.1
A/swine/Belgium/113/2013	Belgium	2013-06-15	swine	H3N2	1970.1
A/swine/Belgium/Gent-82/2020	Belgium	2020-02-07	swine	H3N2	1970.1
A/swine/Denmark/14348-9/2003	Denmark	2003-06-15	swine	H3N2	1970.1
A/swine/Denmark/101501-1/2010	Denmark	2010-08-16	swine	H3N2	1970.1
A/swine/Denmark/2015_05755_1p1/2015	Denmark	2015-01-15	swine	H3N2	2000.3
A/swine/Denmark/2016_3944_2p1/2016	Denmark	2016-01-15	swine	H3N2	2000.3
A/swine/Denmark/S3974_2/2020	Denmark	2020-01-15	swine	H3N2	Other-Human-2010
A/swine/France/59-120031/2012	France	2012-01-18	swine	H3N2	1970.1
A/swine/France/59-140441/2014	France	2014-09-22	swine	H3N2	1970.1
A/swine/France/62-140458/2014	France	2014-10-08	swine	H3N2	1970.1
A/swine/France/59-150357/2015	France	2015-10-12	swine	H3N2	1970.1
A/swine/France/62-160219/2016	France	2016-06-03	swine	H3N2	1970.1
A/swine/Potsdam/35/1982	Germany	1982-06-15	swine	H3N2	?
A/swine/Karrenzien/2/1987	Germany	1987-06-15	swine	H3N2	?
A/swine/Leipzig/145/1992	Germany	1992-06-15	swine	H3N2	?
A/swine/Bakum/19909/1993	Germany	1993-06-15	swine	H3N2	1970.1
A/swine/Jena/5/1996	Germany	1996-06-15	swine	H3N2	1970.1
A/swine/Lohne/1/1997	Germany	1997-06-15	swine	H3N2	1970.1
A/swine/Bakum/1362/1998	Germany	1998-06-15	swine	H3N2	1970.1
A/swine/Bakum/8602/1999	Germany	1999-06-15	swine	H3N2	1970.1
A/swine/Berlin/1578/2000	Germany	2000-06-15	swine	H3N2	1970.1
A/swine/Belzig/54/2001	Germany	2001-06-15	swine	H3N2	1970.1
A/swine/Bakum/IDT1769/2003	Germany	2003-03-07	swine	H3N2	1970.1
A/swine/Bissendorf/IDT1864/2003	Germany	2003-03-19	swine	H3N2	1970.1
A/swine/Nordkirchen/IDT1993/2003	Germany	2003-04-15	swine	H3N2	1970.1
A/swine/Damme/IDT2890/2004	Germany	2004-01-02	swine	H3N2	1970.1
A/swine/Kevelaer/2892/2004	Germany	2004-01-06	swine	H3N2	1970.1
A/swine/Hassendorf/2929/2004	Germany	2004-01-26	swine	H3N1	1970.1
A/swine/Delmenhorst/3025/2004	Germany	2004-03-11	swine	H3N2	1970.1
A/swine/Uedem/3024/2004	Germany	2004-03-12	swine	H3N2	1970.1
A/swine/Seesen/IDT3055/2004	Germany	2004-03-15	swine	H3N2	1970.1
A/swine/Appel/3339/2004	Germany	2004-07-05	swine	H3N2	1970.1
A/swine/Lohne/IDT3357/2004	Germany	2004-07-26	swine	H3N2	1970.1
A/swine/Hoerstel/3763/2004	Germany	2004-12-06	swine	H3N2	1970.1
A/swine/Sassenberg/3762/2004	Germany	2004-12-17	swine	H3N2	1970.1
A/swine/Melle/3764/2004	Germany	2004-12-18	swine	H3N2	1970.1
A/swine/Geseke/3766/2004	Germany	2004-12-22	swine	H3N2	1970.1
A/swine/Huerth/3870/2005	Germany	2005-02-02	swine	H3N2	1970.1
A/swine/Huerth/3871/2005	Germany	2005-02-02	swine	H3N2	1970.1
A/swine/Bohmte/3856/2005	Germany	2005-02-03	swine	H3N2	1970.1
A/swine/Grebenau/3887/2005	Germany	2005-02-15	swine	H3N2	1970.1
A/swine/Hannover/3906/2005	Germany	2005-02-21	swine	H3N2	1970.1
A/swine/Nottuln/3921/2005	Germany	2005-02-25	swine	H3N2	1970.1
A/swine/Isterberg/3951/2005	Germany	2005-03-08	swine	H3N2	1970.1
A/swine/Melle/3962/2005	Germany	2005-03-14	swine	H3N2	1970.1
A/swine/Ruhstorf/3972/2005	Germany	2005-03-17	swine	H3N2	1970.1
A/swine/Osterhofen/IDT4004/2005	Germany	2005-03-31	swine	H3N2	1970.1
A/swine/Gescher/4011/2005	Germany	2005-04-06	swine	H3N2	1970.1
A/swine/Osnabrueck/4050/2005	Germany	2005-04-19	swine	H3N2	1970.1
A/swine/Cloppenburg/4056/2005	Germany	2005-04-21	swine	H3N2	1970.1
A/swine/Merzen/IDT4114/2005	Germany	2005-05-07	swine	H3N2	1970.1
A/swine/Damme/4091/2005	Germany	2005-05-09	swine	H3N2	1970.1
A/swine/Rhede/4098/2005	Germany	2005-05-09	swine	H3N2	1970.1
A/swine/Laar/IDT4126/2005	Germany	2005-05-18	swine	H3N2	1970.1
A/swine/Bad_Griesbach/IDT4191/2005	Germany	2005-06-14	swine	H3N2	1970.1
A/swine/Herzebrock-Clarholz/4193/2005	Germany	2005-06-16	swine	H3N2	1970.1
A/swine/Egglham/IDT5250/2005	Germany	2005-07-01	swine	H3N2	1970.1
A/swine/Muesleringen-S./IDT4263/2005	Germany	2005-07-11	swine	H3N2	1970.1
A/swine/Hertzen/IDT4317/2005	Germany	2005-07-22	swine	H3N2	1970.1
A/swine/Neuenhaus/4515/2005	Germany	2005-09-30	swine	H3N2	1970.1
A/swine/Luenne/4529/2005	Germany	2005-10-06	swine	H3N1	1970.1
A/swine/Schapen/4566/2005	Germany	2005-10-17	swine	H3N2	1970.1
A/swine/Wettrup/4615/2005	Germany	2005-10-31	swine	H3N2	1970.1
A/swine/Elze/4624/2005	Germany	2005-11-02	swine	H3N2	1970.1
A/swine/Brilon/4685/2005	Germany	2005-11-25	swine	H3N2	1970.1
A/swine/Schnaitsee/4700/2005	Germany	2005-11-28	swine	H3N2	1970.1
A/swine/Welver/4701/2005	Germany	2005-11-30	swine	H3N2	1970.1
A/swine/Krempel/4722/2005	Germany	2005-12-06	swine	H3N2	1970.1
A/swine/Kirchham/4778/2005	Germany	2005-12-16	swine	H3N2	1970.1
A/swine/Borgentreich/4858/2006	Germany	2006-01-13	swine	H3N2	1970.1
A/swine/Nordhuemmling/4917/2006	Germany	2006-01-27	swine	H3N2	1970.1
A/swine/Asendorf/4966/2006	Germany	2006-02-02	swine	H3N2	1970.1
A/swine/Daseburg/5022/2006	Germany	2006-02-24	swine	H3N2	1970.1
A/swine/Spenge/5117/2006	Germany	2006-03-30	swine	H3N2	1970.1
A/swine/Hilter/5143/2006	Germany	2006-04-10	swine	H3N2	1970.1
A/swine/Bad_Rothenfelde/5179/2006	Germany	2006-04-24	swine	H3N2	1970.1
A/swine/Melle/5190/2006	Germany	2006-04-25	swine	H3N2	1970.1
A/swine/Gescher/5194/2006	Germany	2006-04-27	swine	H3N2	1970.1
A/swine/Nienburg/5208/2006	Germany	2006-04-30	swine	H3N2	1970.1
A/swine/Salzkotten/5275/2006	Germany	2006-05-23	swine	H3N2	1970.1
A/swine/Herzlake/IDT5335/2006	Germany	2006-06-20	swine	H3N2	1970.1
A/swine/Herzlake/IDT5336/2006	Germany	2006-06-20	swine	H3N2	1970.1
A/swine/Herzlake/IDT5337/2006	Germany	2006-06-20	swine	H3N2	1970.1
A/swine/Osterhofen/5418/2006	Germany	2006-07-25	swine	H3N2	1970.1
A/swine/Bueren/5439/2006	Germany	2006-08-02	swine	H3N2	1970.1
A/swine/Harmstrub/5445/2006	Germany	2006-08-03	swine	H3N2	1970.1
A/swine/Erwitte/5477/2006	Germany	2006-08-15	swine	H3N2	1970.1
A/swine/Raddestorf/5483/2006	Germany	2006-08-15	swine	H3N2	1970.1
A/swine/Papenburg/5564/2006	Germany	2006-09-27	swine	H3N2	1970.1
A/swine/Stadtlohn/5570/2006	Germany	2006-09-27	swine	H3N2	1970.1
A/swine/Reken/5580/2006	Germany	2006-10-05	swine	H3N2	1970.1
A/swine/Damme/IDT5673/2006	Germany	2006-11-15	swine	H3N2	1970.1
A/swine/Melle/IDT5706/2006	Germany	2006-11-16	swine	H3N2	1970.1
A/swine/Vilsbiburg/5733/2006	Germany	2006-11-23	swine	H3N2	1970.1
A/swine/Reken/5731/2006	Germany	2006-11-27	swine	H3N2	1970.1
A/swine/Vilsbiburg/5735/2006	Germany	2006-11-27	swine	H3N2	1970.1
A/swine/Rotthalmuenster/5877/2007	Germany	2007-01-20	swine	H3N2	1970.1
A/swine/IVD/5911/2007	Germany	2007-02-05	swine	H3N2	1970.1
A/swine/Herford/5932/2007	Germany	2007-02-19	swine	H3N2	1970.1
A/swine/Heiden/5945/2007	Germany	2007-02-22	swine	H3N2	1970.1
A/swine/Bondelum/IDT5959/2007	Germany	2007-02-26	swine	H3N2	1970.1
A/swine/Rinkerode/5967/2007	Germany	2007-03-02	swine	H3N2	1970.1
A/swine/Vreden/5982/2007	Germany	2007-03-08	swine	H3N2	1970.1
A/swine/Melle/6137/2007	Germany	2007-05-08	swine	H3N2	1970.1
A/swine/Friedberg/6140/2007	Germany	2007-05-11	swine	H3N2	1970.1
A/swine/Vreden/6235/2007	Germany	2007-06-14	swine	H3N2	1970.1
A/swine/Neuenrade/6259/2007	Germany	2007-06-28	swine	H3N2	1970.1
A/swine/Holtrup/6358/2007	Germany	2007-08-09	swine	H3N1	1970.1
A/swine/Holzwickede/6367a/2007	Germany	2007-08-20	swine	H3N2	1970.1
A/swine/Georgsmarienhuette/6391/2007	Germany	2007-08-27	swine	H3N2	1970.1
A/swine/Doerentrup/6485/2007	Germany	2007-09-25	swine	H3N2	1970.1
A/swine/Balge/6607/2007	Germany	2007-10-30	swine	H3N2	1970.1
A/swine/Warendorf/6639a/2007	Germany	2007-11-08	swine	H3N2	1970.1
A/swine/Spenge/6671a/2007	Germany	2007-11-26	swine	H3N2	1970.1
A/swine/Isterberg/6682/2007	Germany	2007-11-29	swine	H3N2	1970.1
A/swine/Warendorf/6727/2007	Germany	2007-12-14	swine	H3N2	1970.1
A/swine/Roehrse/6764/2008	Germany	2008-01-11	swine	H3N2	1970.1
A/swine/Oelsen/6809/2008	Germany	2008-01-28	swine	H3N2	1970.1
A/swine/Bielefeld/6851/2008	Germany	2008-02-11	swine	H3N2	1970.1
A/swine/Meschede/6850/2008	Germany	2008-02-12	swine	H3N2	1970.1
A/swine/Reken/6891-4/2008	Germany	2008-02-12	swine	H3N2	1970.1
A/swine/Reken/6891-5/2008	Germany	2008-02-12	swine	H3N2	1970.1
A/swine/Brakel/6890/2008	Germany	2008-02-21	swine	H3N2	1970.1
A/swine/Nordkirchen/6904/2008	Germany	2008-02-22	swine	H3N2	1970.1
A/swine/Ostbevern/6907/2008	Germany	2008-02-22	swine	H3N2	1970.1
A/swine/Nienburg/6906/2008	Germany	2008-02-25	swine	H3N2	1970.1
A/swine/Melle/6908/2008	Germany	2008-02-25	swine	H3N2	1970.1
A/swine/Marsberg/6947/2008	Germany	2008-03-12	swine	H3N2	1970.1
A/swine/Bueren/6971-1/2008	Germany	2008-03-29	swine	H3N2	1970.1
A/swine/Bueren/6971-2/2008	Germany	2008-03-29	swine	H3N2	1970.1
A/swine/Langen/7114/2008	Germany	2008-05-26	swine	H3N2	1970.1
A/swine/Vreden/7123/2008	Germany	2008-05-28	swine	H3N2	1970.1
A/swine/Langen/7124/2008	Germany	2008-05-29	swine	H3N2	1970.1
A/swine/Vreden/7175-1/2008	Germany	2008-06-12	swine	H3N2	1970.1
A/swine/Bad_Griesbach/7186/2008	Germany	2008-06-13	swine	H3N2	1970.1
A/swine/Ruethen/7174/2008	Germany	2008-06-14	swine	H3N2	1970.1
A/swine/Bad_Wuennenberg/7188/2008	Germany	2008-06-19	swine	H3N2	1970.1
A/swine/Freren/7424/2008	Germany	2008-08-21	swine	H3N2	1970.1
A/swine/Paderborn/7588/2008	Germany	2008-09-24	swine	H3N2	1970.1
A/swine/Vreden/7613-1/2008	Germany	2008-09-30	swine	H3N2	1970.1
A/swine/Vreden/7613-2/2008	Germany	2008-09-30	swine	H3N2	1970.1
A/swine/Drensteinfurt/7825/2008	Germany	2008-10-27	swine	H3N2	1970.1
A/swine/Stresow/7919a/2008	Germany	2008-11-03	swine	H3N1	1970.1
A/swine/Wiefelstede/7905/2008	Germany	2008-11-03	swine	H3N2	1970.1
A/swine/Rheine/7912a/2008	Germany	2008-11-04	swine	H3N2	1970.1
A/swine/Sassenberg/7957/2008	Germany	2008-11-10	swine	H3N2	1970.1
A/swine/Ostenfelde/8082/2008	Germany	2008-11-24	swine	H3N2	1970.1
A/swine/Borgentreich/8083/2008	Germany	2008-11-24	swine	H3N2	1970.1
A/swine/Iserlohn/8153/2008	Germany	2008-11-26	swine	H3N2	1970.1
A/swine/Damme/8154/2008	Germany	2008-12-01	swine	H3N2	1970.1
A/swine/Goldenstedt/8310a/2008	Germany	2008-12-11	swine	H3N2	1970.1
A/swine/Sassenberg/8395-1/2008	Germany	2008-12-29	swine	H3N2	1970.1
A/swine/Spenge/8584/2009	Germany	2009-01-17	swine	H3N2	1970.1
A/swine/Stemwede/8583/2009	Germany	2009-01-19	swine	H3N2	1970.1
A/swine/Enger/8648/2009	Germany	2009-01-27	swine	H3N2	1970.1
A/swine/Warstein/199037/2009	Germany	2009-02-26	swine	H3N2	1970.1
A/swine/Garrel/199093/2009	Germany	2009-03-04	swine	H3N2	1970.1
A/swine/Willebadessen/199666/2009	Germany	2009-05-25	swine	H3N2	1970.1
A/swine/Deinstedt/199695/2009	Germany	2009-05-28	swine	H3N2	1970.1
A/swine/Lohne/199719a/2009	Germany	2009-06-04	swine	H3N2	1970.1
A/swine/Tetenbuell/199718/2009	Germany	2009-06-05	swine	H3N2	1970.1
A/swine/Kevelaer/199939/2009	Germany	2009-07-18	swine	H3N2	1970.1
A/swine/Telgte/10014/2009	Germany	2009-07-30	swine	H3N2	1970.1
A/swine/Westerstede/10029/2009	Germany	2009-08-03	swine	H3N2	1970.1
A/swine/Bottrop/10478a/2009	Germany	2009-09-21	swine	H3N2	1970.1
A/swine/Sendenhorst/10745a/2009	Germany	2009-10-13	swine	H3N2	1970.1
A/swine/Warendorf/10669/2009	Germany	2009-10-16	swine	H3N2	1970.1
A/swine/Warendorf/10670/2009	Germany	2009-10-16	swine	H3N2	1970.1
A/swine/Wuerusreuth/IDT10990/2009	Germany	2009-11-17	swine	H3N1	1970.1
A/swine/Boesel/11289/2010	Germany	2010-01-15	swine	H3N2	1970.1
A/swine/Borken/11902/2010	Germany	2010-04-28	swine	H3N2	1970.1
A/swine/Germany/Borken-IDT11902/2010	Germany	2010-04-29	swine	H3N2	1970.1
A/swine/Germany/Ottendorf-IDT11910/2010	Germany	2010-04-29	swine	H3N2	1970.1
A/swine/Bavaria/84901/2010	Germany	2010-04-15	swine	H3N2	1970.1
A/swine/Germany/Stadtloder-IDT11945/2010	Germany	2010-05-10	swine	H3N2	1970.1
A/swine/Friesoythe/12219/2010	Germany	2010-07-28	swine	H3N2	1970.1
A/swine/Schoeppingen/12424/2010	Germany	2010-09-14	swine	H3N2	1970.1
A/swine/Lohne/12460/2010	Germany	2010-09-23	swine	H3N2	1970.1
A/swine/Georgsdorf/12866/2011	Germany	2011-01-03	swine	H3N2	1970.1
A/swine/Germany/Atteln-IDT14453/2011	Germany	2011-01-29	swine	H3N2	1970.1
A/swine/Ascheberg/13209/2011	Germany	2011-03-28	swine	H3N2	1970.1
A/swine/Bavaria/82801/2011	Germany	2011-04-11	swine	H3N2	1970.1
A/swine/Lohne/13611/2011	Germany	2011-07-09	swine	H3N2	1970.1
A/swine/Hoerstel/13612-1/2011	Germany	2011-07-13	swine	H3N2	1970.1
A/swine/Hoerstel/13612-2/2011	Germany	2011-07-13	swine	H3N2	1970.1
A/swine/Haren/13906/2011	Germany	2011-09-12	swine	H3N2	1970.1
A/swine/Billerbeck/14098/2011	Germany	2011-10-19	swine	H3N2	1970.1
A/swine/Boesel/14133/2011	Germany	2011-11-01	swine	H3N2	1970.1
A/swine/Atteln/14453/2011	Germany	2011-12-20	swine	H3N2	1970.1
A/swine/Germany/Visbek-IDT13347/2011	Germany	2011-06-15	swine	H3N2	1970.1
A/swine/Bavaria/82301/2012	Germany	2012-01-11	swine	H3N2	1970.1
A/swine/Bavaria/82501/2012	Germany	2012-01-11	swine	H3N2	1970.1
A/swine/Germany/Coesfeld-Harle-IDT14741-1/2012	Germany	2012-01-26	swine	H3N2	1970.1
A/swine/Germany/Bad-Wunnenberg-Helmern-IDT14829/2012	Germany	2012-01-30	swine	H3N2	1970.1
A/swine/Haltern/14710/2012	Germany	2012-02-01	swine	H3N2	1970.1
A/swine/Steinfurt/14736/2012	Germany	2012-02-02	swine	H3N2	1970.1
A/swine/Sprakensehl/14752/2012	Germany	2012-02-09	swine	H3N2	1970.1
A/swine/Emsbueren/14771/2012	Germany	2012-02-09	swine	H3N2	1970.1
A/swine/Coesfeld/14741-1/2012	Germany	2012-02-10	swine	H3N2	1970.1
A/swine/Ruethen/14808/2012	Germany	2012-02-13	swine	H3N2	1970.1
A/swine/Bad_Wuennenberg/14810/2012	Germany	2012-02-19	swine	H3N2	1970.1
A/swine/Bad_Wuennenberg/14829/2012	Germany	2012-02-22	swine	H3N2	1970.1
A/swine/Bavaria/32703/2012	Germany	2012-11-28	swine	H3N2	1970.1
A/swine/Bavaria/32704/2012	Germany	2012-11-28	swine	H3N2	1970.1
A/swine/Bavaria/32807/2012	Germany	2012-11-28	swine	H3N2	1970.1
A/swine/Bavaria/33813/2012	Germany	2012-12-05	swine	H3N2	1970.1
A/swine/Bavaria/33814/2012	Germany	2012-12-05	swine	H3N2	1970.1
A/swine/Boesingen/16789/2012	Germany	2012-12-14	swine	H3N2	1970.1
A/swine/Salzkotten/17022/2013	Germany	2013-01-18	swine	H3N2	1970.1
A/swine/Parschalling/17042/2013	Germany	2013-01-19	swine	H3N2	1970.1
A/swine/Lohne/17104/2013	Germany	2013-01-29	swine	H3N2	1970.1
A/swine/Steinfurt/17118/2013	Germany	2013-02-05	swine	H3N2	1970.1
A/swine/Bad_Wuennenberg/17298/2013	Germany	2013-02-12	swine	H3N2	1970.1
A/swine/Nottuln/17261/2013	Germany	2013-02-21	swine	H3N2	1970.1
A/swine/Melle/17290/2013	Germany	2013-02-26	swine	H3N2	1970.1
A/swine/Boitzenborstel/17524/2013	Germany	2013-03-25	swine	H3N2	1970.1
A/swine/Bavaria/10101/2013	Germany	2013-04-05	swine	H3N2	1970.1
A/swine/Telgte/17626/2013	Germany	2013-04-11	swine	H3N2	1970.1
A/swine/Rhede/17728/2013	Germany	2013-04-22	swine	H3N2	1970.1
A/swine/Borchen/17851/2013	Germany	2013-04-29	swine	H3N2	1970.1
A/swine/Bavaria/1802/2013	Germany	2013-05-15	swine	H3N2	1970.1
A/swine/Maerschendorf/17986/2013	Germany	2013-06-04	swine	H3N2	1970.1
A/swine/Nordwalde/18011/2013	Germany	2013-06-11	swine	H3N2	1970.1
A/swine/Molbergen/18109/2013	Germany	2013-06-21	swine	H3N2	1970.1
A/swine/Nottuln/18090/2013	Germany	2013-06-25	swine	H3N2	1970.1
A/swine/Nordwalde/18134/2013	Germany	2013-06-27	swine	H3N2	1970.1
A/swine/Altenberge/18142/2013	Germany	2013-07-03	swine	H3N2	1970.1
A/swine/Glandorf/18169/2013	Germany	2013-07-03	swine	H3N2	1970.1
A/swine/Nieheim/18259/2013	Germany	2013-07-16	swine	H3N2	1970.1
A/swine/Nordwalde/18367/2013	Germany	2013-08-02	swine	H3N2	1970.1
A/swine/Stapelfeld/18554/2013	Germany	2013-09-04	swine	H3N2	1970.1
A/swine/Nordwalde/18569/2013	Germany	2013-09-04	swine	H3N2	1970.1
A/swine/Warendorf/18914/2013	Germany	2013-10-16	swine	H3N2	1970.1
A/swine/Rietberg/19732/2014	Germany	2014-02-19	swine	H3N2	2000.3
A/swine/Telgte/19839/2014	Germany	2014-03-11	swine	H3N2	1970.1
A/swine/Telgte/19851/2014	Germany	2014-03-13	swine	H3N2	1970.1
A/swine/Herzlake/19959/2014	Germany	2014-04-02	swine	H3N2	1970.1
A/swine/Telgte/19994/2014	Germany	2014-04-15	swine	H3N2	1970.1
A/swine/Zweiflingen/20028/2014	Germany	2014-04-23	swine	H3N2	1970.1
A/swine/Rhede/20749/2014	Germany	2014-10-13	swine	H3N2	1970.1
A/swine/Goldenstedt/20754/2014	Germany	2014-10-16	swine	H3N2	2000.3
A/swine/Borken/21121/2015	Germany	2015-01-07	swine	H3N2	1970.1
A/swine/Guenne/21206/2015	Germany	2015-01-21	swine	H3N2	1970.1
A/swine/Borken/21229/2015	Germany	2015-01-22	swine	H3N2	1970.1
A/swine/Wielen/21300/2015	Germany	2015-02-12	swine	H3N2	1970.1
A/swine/Heiden/21511/2015	Germany	2015-03-30	swine	H3N2	2000.3
A/swine/Friesoythe/21674/2015	Germany	2015-05-11	swine	H3N2	2000.3
A/swine/Dreierwalde/21715/2015	Germany	2015-05-13	swine	H3N2	2000.3
A/swine/Friesoythe/21704/2015	Germany	2015-05-18	swine	H3N2	2000.3
A/swine/Rietberg/22412/2015	Germany	2015-11-16	swine	H3N2	2000.3
A/swine/Cloppenburg/22418/2015	Germany	2015-11-17	swine	H3N2	2000.3
A/swine/Hungary/13509/2007	Hungary	2007-08-15	swine	H3N2	1970.1
A/swine/Hungary/M3/2010	Hungary	2010-12-03	swine	H3N2	1970.1
A/swine/Hungary/4025/2013	Hungary	2013-02-25	swine	H3N2	1970.1
A/swine/Italy/1850/1977	Italy	1977-06-15	swine	H3N2	Other-Human-1970-like
A/swine/Italy/6/1981	Italy	1981-06-15	swine	H3N2	Other-Human-1970-like
A/swine/Italy/526/1985	Italy	1985-06-15	swine	H3N2	1970.1-like
A/swine/Italy/NIMR-1523/1998	Italy	1998-06-15	swine	H3N2	1970.1
A/swine/Italy/199264/1998	Italy	1998-06-15	swine	H3N2	1970.1
A/swine/Italy/6189/1999	Italy	1999-06-15	swine	H3N2	1970.1
A/swine/Italy/568/1999	Italy	1999-06-15	swine	H3N2	1970.1
A/swine/Italy/600/1999	Italy	1999-06-15	swine	H3N2	1970.1
A/swine/Italy/15360-3/2001	Italy	2001-06-15	swine	H3N2	1970.1
A/swine/Italy/2608/2001	Italy	2001-06-15	swine	H3N2	1970.1
A/swine/Italy/7680/2001	Italy	2001-06-15	swine	H3N2	1970.1
A/swine/Italy/272121-1/2002	Italy	2002-06-15	swine	H3N2	1970.1
A/swine/Italy/1484/2002	Italy	2002-06-15	swine	H3N2	1970.1
A/swine/Italy/253025/2003	Italy	2003-06-15	swine	H3N2	1970.1
A/swine/Italy/268086/2003	Italy	2003-06-15	swine	H3N2	1970.1
A/swine/Italy/58356/2004	Italy	2004-06-15	swine	H3N2	1970.1
A/swine/Italy/112141/2004	Italy	2004-06-15	swine	H3N2	1970.1
A/swine/Italy/246340/2004	Italy	2004-06-15	swine	H3N2	1970.1
A/swine/Italy/297576/2004	Italy	2004-06-15	swine	H3N2	1970.1
A/swine/Italy/302219-3/2004	Italy	2004-06-15	swine	H3N2	1970.1
A/swine/Italy/30574/2005	Italy	2005-06-15	swine	H3N2	1970.1
A/swine/Italy/32242/2006	Italy	2006-06-15	swine	H3N2	1970.1
A/swine/Italy/79604/2006	Italy	2006-06-15	swine	H3N2	1970.1
A/swine/Italy/120032/2006	Italy	2006-06-15	swine	H3N2	1970.1
A/swine/Italy/114347/2006	Italy	2006-06-15	swine	H3N2	1970.1
A/swine/Italy/65260-11/2006	Italy	2006-06-15	swine	H3N2	1970.1
A/swine/Italy/10762/2007	Italy	2007-06-15	swine	H3N2	1970.1
A/swine/Italy/39158/2007	Italy	2007-06-15	swine	H3N2	1970.1
A/swine/Italy/10659-1/2007	Italy	2007-06-15	swine	H3N2	1970.1
A/swine/Italy/50127/2007	Italy	2007-06-15	swine	H3N2	1970.1
A/swine/Italy/312583/2009	Italy	2009-12-15	swine	H3N2	1970.1
A/swine/Italy/302749/2010	Italy	2010-12-06	swine	H3N2	1970.1
A/swine/Italy/116840-2/2010	Italy	2010-06-15	swine	H3N2	1970.1
A/swine/Italy/319159-3/2010	Italy	2010-06-15	swine	H3N2	1970.1
A/swine/Italy/55925/2011	Italy	2011-03-08	swine	H3N2	1970.1
A/swine/Italy/112097/2011	Italy	2011-05-06	swine	H3N2	1970.1
A/swine/Italy/245982/2011	Italy	2011-10-12	swine	H3N2	1970.1
A/swine/Italy/315079-2/2011	Italy	2011-12-14	swine	H3N2	1970.1
A/swine/Italy/171855/2011	Italy	2011-06-15	swine	H3N2	1970.1
A/swine/Italy/337155/2012	Italy	2012-06-15	swine	H3N2	1970.1
A/swine/Italy/187969/2013	Italy	2013-07-15	swine	H3N2	1970.1
A/swine/Italy/250481_2/2013	Italy	2013-09-15	swine	H3N2	1970.1
A/swine/Italy/282811/2013	Italy	2013-10-15	swine	H3N2	1970.1
A/swine/Italy/311349/2013	Italy	2013-11-15	swine	H3N2	1970.1
A/swine/Italy/13602/2013	Italy	2013-06-15	swine	H3N2	1970.1
A/swine/Italy/1994921/2013	Italy	2013-06-15	swine	H3N2	1970.1
A/swine/Italy/100176-1/2013	Italy	2013-06-15	swine	H3N2	1970.1
A/swine/Italy/282852/2013	Italy	2013-06-15	swine	H3N2	1970.1
